Family,Gene
GCA_001559195.2_CDS_1662,['GCA_001559195.2_CDS_1662']
GCA_001038045.1_CDS_2516,['GCA_001038045.1_CDS_2516']
GCA_003503255.1_CDS_4092,"['GCA_003503255.1_CDS_4092', 'GCA_014353695.1_CDS_1352', 'GCA_014490035.1_CDS_4959', 'GCA_014529725.1_CDS_4140', 'GCA_023703405.1_CDS_1345']"
GCA_001566985.1_CDS_1356,"['GCA_001566985.1_CDS_1356', 'GCA_001641525.1_CDS_3188', 'GCF_001641525.1_CDS_3265', 'GCF_009363015.1_CDS_1366', 'NJ7201_G1323_CDS_6063']"
GCA_001299215.1_CDS_1008,"['GCA_001299015.1_CDS_0635', 'GCA_001299215.1_CDS_1008']"
GCF_001707485.1_CDS_0536,['GCF_001707485.1_CDS_0536']
GCF_002192705.1_CDS_5421,"['GCA_025818255.1_CDS_4351', 'GCF_002192695.1_CDS_0653', 'GCF_002192705.1_CDS_5421']"
G1413_CDS_6147,"['G1412_CDS_6154', 'G1413_CDS_6147']"
GCA_001566985.1_CDS_0890,"['GCA_001566985.1_CDS_0890', 'GCA_001641525.1_CDS_0776', 'GCA_017745625.1_CDS_1308', 'GCF_001641525.1_CDS_0799', 'GCF_009363015.1_CDS_0878']"
AC5204_G1324_CDS_5082,['AC5204_G1324_CDS_5082']
GCF_002192705.1_CDS_2299,"['GCF_002192695.1_CDS_1634', 'GCF_002192705.1_CDS_2299']"
GCA_008631215.1_CDS_5679,['GCA_008631215.1_CDS_5679']
GCA_034424885.1_CDS_3359,"['GCA_034424885.1_CDS_3359', 'GCA_034424905.1_CDS_3105', 'GCA_034424925.1_CDS_4792']"
GCA_034078005.1_CDS_3952,"['GCA_008631215.1_CDS_5677', 'GCA_034078005.1_CDS_3952']"
GCF_001541435.1_CDS_3265,"['GCA_000165835.1_CDS_5782', 'GCA_001541435.1_CDS_3198', 'GCF_001541435.1_CDS_3265', 'GCF_002192705.1_CDS_1977']"
GCA_000967095.1_CDS_5856,['GCA_000967095.1_CDS_5856']
GCA_003503255.1_CDS_5034,"['GCA_003503255.1_CDS_5034', 'GCA_014353695.1_CDS_5953', 'GCA_014490035.1_CDS_1942', 'GCA_014529725.1_CDS_0477']"
GCA_003293615.1_CDS_5767,['GCA_003293615.1_CDS_5767']
GCA_900010105.1_CDS_5165,"['GCA_001299335.1_CDS_4376', 'GCA_034078005.1_CDS_2626', 'GCA_034078005.1_CDS_4734', 'GCA_900010105.1_CDS_5165']"
GCA_001558755.2_CDS_4442,['GCA_001558755.2_CDS_4442']
G1413_CDS_5116,['G1413_CDS_5116']
PCF1_G1401_CDS_0164,['PCF1_G1401_CDS_0164']
GCA_027922385.1_CDS_2985,['GCA_027922385.1_CDS_2985']
GCA_022488505.1_CDS_5673,"['GCA_000967095.1_CDS_3769', 'GCA_022444285.1_CDS_4862', 'GCA_022488505.1_CDS_5673', 'GCA_900009125.1_CDS_3445']"
GCA_003503255.1_CDS_3394,"['GCA_000165835.1_CDS_5968', 'GCA_003503255.1_CDS_3394', 'GCA_014353695.1_CDS_4939', 'GCA_014490035.1_CDS_5667', 'GCA_014529725.1_CDS_6118']"
GCF_002192705.1_CDS_3507,"['GCA_000165835.1_CDS_3069', 'GCA_027529565.1_CDS_3598', 'GCF_002192695.1_CDS_4588', 'GCF_002192705.1_CDS_3507']"
GCA_029837755.1_CDS_6128,"['GCA_001957065.1_CDS_3328', 'GCA_001957065.1_CDS_5655', 'GCA_022488515.1_CDS_1242', 'GCA_029837755.1_CDS_6128', 'GCA_034078005.1_CDS_6213', 'GCF_002192705.1_CDS_6216', 'GCF_029837835.1_CDS_3521']"
GCA_001299265.1_CDS_5228,['GCA_001299265.1_CDS_5228']
GCA_027922385.1_CDS_2512,['GCA_027922385.1_CDS_2512']
GCA_003293615.1_CDS_5673,['GCA_003293615.1_CDS_5673']
GCA_017745625.1_CDS_3843,['GCA_017745625.1_CDS_3843']
GCF_001541435.1_CDS_0735,['GCF_001541435.1_CDS_0735']
GCA_001299115.1_CDS_4817,"['GCA_001298795.1_CDS_3889', 'GCA_001299015.1_CDS_2942', 'GCA_001299115.1_CDS_4817']"
GCA_034078005.1_CDS_1107,['GCA_034078005.1_CDS_1107']
GCA_022444285.1_CDS_3948,['GCA_022444285.1_CDS_3948']
GCA_044069285.1_CDS_0225,"['GCA_027529565.1_CDS_3160', 'GCA_044069285.1_CDS_0225']"
JMCD_G1434_CDS_5417,['JMCD_G1434_CDS_5417']
GCA_001641525.1_CDS_2263,"['GCA_001566985.1_CDS_3911', 'GCA_001641525.1_CDS_2263', 'GCF_001641525.1_CDS_2317', 'GCF_009363015.1_CDS_3716']"
GCF_002192705.1_CDS_5119,"['GCF_002192695.1_CDS_1775', 'GCF_002192705.1_CDS_5119']"
PCF1_G1388_CDS_3990,"['GCA_000967095.1_CDS_2183', 'PCF1_G1388_CDS_3990']"
GCF_001654705.1_CDS_3993,"['GCA_001654705.1_CDS_3869', 'GCF_001654705.1_CDS_3993']"
GCA_001558755.2_CDS_3602,['GCA_001558755.2_CDS_3602']
JMCD_G1434_CDS_5627,['JMCD_G1434_CDS_5627']
GCA_001299175.1_CDS_1452,['GCA_001299175.1_CDS_1452']
GCA_001299265.1_CDS_1375,['GCA_001299265.1_CDS_1375']
GCA_001566985.1_CDS_1858,"['GCA_001566985.1_CDS_1858', 'GCA_001641525.1_CDS_1076', 'GCF_001641525.1_CDS_1105', 'GCF_009363015.1_CDS_0284', 'NJ7201_G1323_CDS_3455']"
JMCD_G1434_CDS_3962,"['JMCD_G1432_CDS_1939', 'JMCD_G1434_CDS_3962']"
GCA_001299095.1_CDS_1191,"['GCA_001299095.1_CDS_1191', 'GCA_001299295.1_CDS_2456', 'GCA_016403305.1_CDS_6286', 'GCA_016728825.1_CDS_2948', 'GCA_023703405.1_CDS_1695', 'GCA_034078005.1_CDS_2589']"
NJ7201_G1323_CDS_4536,['NJ7201_G1323_CDS_4536']
JMCD_G1432_CDS_7571,"['GCA_001298895.1_CDS_5020', 'GCA_001299155.1_CDS_5524', 'JMCD_G1432_CDS_7571', 'JMCD_G1433_CDS_7565', 'JMCD_G1434_CDS_7845']"
GCA_027922385.1_CDS_2514,['GCA_027922385.1_CDS_2514']
GCA_000967095.1_CDS_3938,"['GCA_000508285.1_CDS_2164', 'GCA_000967095.1_CDS_3938']"
GCA_022444285.1_CDS_3043,['GCA_022444285.1_CDS_3043']
GCA_001299265.1_CDS_1733,"['GCA_001299265.1_CDS_1733', 'GCA_022444285.1_CDS_3710', 'GCA_022488505.1_CDS_1619', 'GCF_002192705.1_CDS_3056', 'GCF_029837835.1_CDS_2782']"
GCA_900010105.1_CDS_0773,"['GCA_001299415.1_CDS_0694', 'GCA_008631215.1_CDS_4052', 'GCA_040438975.1_CDS_0511', 'GCA_900009125.1_CDS_0713', 'GCA_900010105.1_CDS_0773', 'GCF_002192705.1_CDS_3401']"
GCA_036527295.1_CDS_0722,['GCA_036527295.1_CDS_0722']
GCA_022444285.1_CDS_3328,"['GCA_022444285.1_CDS_3328', 'PCF1_G1423_CDS_3583']"
GCA_000967095.1_CDS_3735,['GCA_000967095.1_CDS_3735']
GCA_027529565.1_CDS_3152,"['GCA_001299235.1_CDS_4122', 'GCA_027529565.1_CDS_3152']"
NJ7201_G1323_CDS_5236,['NJ7201_G1323_CDS_5236']
NJ7201_G1323_CDS_0874,['NJ7201_G1323_CDS_0874']
G1413_CDS_3388,['G1413_CDS_3388']
GCA_001298895.1_CDS_5015,"['GCA_001298895.1_CDS_5015', 'GCA_001299155.1_CDS_5513', 'JMCD_G1432_CDS_7469', 'JMCD_G1433_CDS_7573', 'JMCD_G1434_CDS_7837']"
GCA_027529805.1_CDS_3284,['GCA_027529805.1_CDS_3284']
NJ810_G1325_CDS_5251,['NJ810_G1325_CDS_5251']
GCA_038024235.1_CDS_0081,"['GCA_022488515.1_CDS_1274', 'GCA_038024235.1_CDS_0081']"
GCA_001957055.1_CDS_3771,"['GCA_001957055.1_CDS_3771', 'GCA_034078005.1_CDS_5434']"
GCA_000165835.1_CDS_6766,['GCA_000165835.1_CDS_6766']
NJ7201_G1323_CDS_3392,['NJ7201_G1323_CDS_3392']
GCA_001299015.1_CDS_3559,"['GCA_001299015.1_CDS_3559', 'GCA_001299215.1_CDS_1245', 'GCA_900009115.1_CDS_3064', 'GCA_900009125.1_CDS_3216']"
GCA_027529805.1_CDS_5999,"['GCA_027529805.1_CDS_5999', 'GCA_028462445.1_CDS_5372', 'GCA_900009115.1_CDS_3481']"
GCA_016599195.1_CDS_0088,['GCA_016599195.1_CDS_0088']
GCA_001298915.1_CDS_0651,['GCA_001298915.1_CDS_0651']
DC32_G1318_CDS_5486,['DC32_G1318_CDS_5486']
PCF1_G1423_CDS_2522,['PCF1_G1423_CDS_2522']
GCF_002192695.1_CDS_1344,"['GCA_000165835.1_CDS_5960', 'GCA_003503255.1_CDS_3402', 'GCA_014353695.1_CDS_4947', 'GCA_014490035.1_CDS_5659', 'GCA_014529725.1_CDS_6126', 'GCF_002192695.1_CDS_1344', 'GCF_002192705.1_CDS_3254']"
GCF_009363015.1_CDS_4174,['GCF_009363015.1_CDS_4174']
GCA_034078005.1_CDS_6235,['GCA_034078005.1_CDS_6235']
GCA_001299265.1_CDS_2269,"['GCA_000967095.1_CDS_0060', 'GCA_001299095.1_CDS_1230', 'GCA_001299265.1_CDS_2269', 'GCA_001299265.1_CDS_4644', 'GCA_001810925.1_CDS_5255', 'GCA_016403305.1_CDS_6245', 'GCA_016728825.1_CDS_2907']"
GCA_001299055.1_CDS_5104,['GCA_001299055.1_CDS_5104']
GCA_025818255.1_CDS_1507,"['GCA_001558755.2_CDS_1373', 'GCA_001957065.1_CDS_2561', 'GCA_025818255.1_CDS_1507', 'GCA_033096405.1_CDS_0119']"
G1413_CDS_6873,"['G1412_CDS_6869', 'G1413_CDS_6873']"
GCF_029837835.1_CDS_1592,"['GCA_001298795.1_CDS_3192', 'GCA_001299195.1_CDS_3840', 'GCA_029837755.1_CDS_1208', 'GCF_029837835.1_CDS_1592']"
JMCD_G1432_CDS_2684,['JMCD_G1432_CDS_2684']
GCF_001641525.1_CDS_0968,"['GCA_001641525.1_CDS_0941', 'GCF_001641525.1_CDS_0968']"
GCA_001566985.1_CDS_3297,['GCA_001566985.1_CDS_3297']
GCA_033096405.1_CDS_5306,['GCA_033096405.1_CDS_5306']
EHA_G1407_CDS_1461,"['EHA_G1407_CDS_1461', 'EHB_G1408_CDS_1410', 'EHC_G1409_CDS_1135', 'EHD_G1410_CDS_0414']"
GCA_042235685.1_CDS_5383,"['GCA_036527295.1_CDS_0516', 'GCA_042235685.1_CDS_5383', 'GCA_900010105.1_CDS_4676']"
GCF_002192705.1_CDS_1440,"['GCA_000165835.1_CDS_5433', 'GCF_002192695.1_CDS_0890', 'GCF_002192705.1_CDS_1440']"
GCA_010815595.1_CDS_2552,"['GCA_010815595.1_CDS_2552', 'GCA_028745525.1_CDS_0180', 'GCA_028745525.1_CDS_3287', 'GCA_028745525.1_CDS_3798', 'GCA_028745525.1_CDS_5896']"
GCA_001299265.1_CDS_3569,['GCA_001299265.1_CDS_3569']
G1413_CDS_4495,"['EHA_G1407_CDS_0862', 'EHC_G1409_CDS_1739', 'EHD_G1410_CDS_0631', 'G1413_CDS_4495', 'JMCD_G1432_CDS_4158', 'JMCD_G1434_CDS_1670']"
GCA_036035015.1_CDS_5700,"['AC5204_G1324_CDS_7063', 'AC5204_G1324_CDS_7064', 'GCA_036035015.1_CDS_5700', 'GCA_040438975.1_CDS_4399', 'GCF_009363015.1_CDS_3431']"
G1413_CDS_0273,['G1413_CDS_0273']
GCF_003031105.1_CDS_0634,"['GCA_001299055.1_CDS_4905', 'GCA_013343135.1_CDS_3383', 'GCA_027529815.1_CDS_3015', 'GCF_003031105.1_CDS_0634']"
GCA_022488505.1_CDS_4580,"['GCA_022444285.1_CDS_1529', 'GCA_022488505.1_CDS_4580']"
GCA_016403305.1_CDS_5847,"['GCA_001299095.1_CDS_4128', 'GCA_016403305.1_CDS_5847', 'GCA_016728825.1_CDS_2509']"
G1412_CDS_4453,"['G1412_CDS_4453', 'G1413_CDS_4357']"
GCA_017745625.1_CDS_3233,['GCA_017745625.1_CDS_3233']
GCA_001654705.1_CDS_3462,"['AC5204_G1324_CDS_2162', 'GCA_001654705.1_CDS_3462', 'GCA_001707475.1_CDS_2206', 'GCA_036035015.1_CDS_0991', 'GCF_001654705.1_CDS_3571']"
GCF_001707485.1_CDS_1268,['GCF_001707485.1_CDS_1268']
GCA_000165835.1_CDS_2027,['GCA_000165835.1_CDS_2027']
GCA_001299095.1_CDS_4147,"['GCA_001299095.1_CDS_4147', 'GCA_016403305.1_CDS_5827', 'GCA_016728825.1_CDS_2489']"
GCA_001641525.1_CDS_3677,"['GCA_001566985.1_CDS_2755', 'GCA_001641525.1_CDS_3677', 'GCF_001641525.1_CDS_3771', 'GCF_009363015.1_CDS_0768']"
AC5204_G1324_CDS_3003,['AC5204_G1324_CDS_3003']
GCA_027922385.1_CDS_3587,['GCA_027922385.1_CDS_3587']
GCA_001298915.1_CDS_4394,"['G1412_CDS_4323', 'GCA_001298915.1_CDS_4394', 'JMCD_G1434_CDS_1339']"
GCA_001558915.2_CDS_1760,['GCA_001558915.2_CDS_1760']
GCA_017745625.1_CDS_4338,"['GCA_000186185.1_CDS_3676', 'GCA_017745625.1_CDS_4338']"
GCA_017745625.1_CDS_5327,['GCA_017745625.1_CDS_5327']
GCA_000165835.1_CDS_6680,['GCA_000165835.1_CDS_6680']
GCF_001641525.1_CDS_4129,"['GCA_001641525.1_CDS_4023', 'GCF_001641525.1_CDS_4129']"
GCA_022488515.1_CDS_4027,['GCA_022488515.1_CDS_4027']
GCA_900010105.1_CDS_4898,"['GCA_001641525.1_CDS_4822', 'GCA_040438975.1_CDS_2347', 'GCA_900010105.1_CDS_4898', 'GCF_001641525.1_CDS_4944']"
GCA_001807115.1_CDS_3999,['GCA_001807115.1_CDS_3999']
GCA_001641525.1_CDS_4003,"['GCA_001566985.1_CDS_3233', 'GCA_001641525.1_CDS_4003', 'GCF_001641525.1_CDS_4108', 'GCF_009363015.1_CDS_4449', 'NJ7201_G1323_CDS_3429']"
JMCD_G1434_CDS_2426,['JMCD_G1434_CDS_2426']
GCA_016403305.1_CDS_3615,"['GCA_016403305.1_CDS_3615', 'GCA_016728825.1_CDS_0279', 'GCA_022488515.1_CDS_6433', 'GCA_025426095.1_CDS_5448', 'GCA_029837755.1_CDS_4889', 'GCF_029837835.1_CDS_5415']"
GCF_001654705.1_CDS_0844,"['GCA_001558755.2_CDS_1385', 'GCA_001654705.1_CDS_0807', 'GCF_001654705.1_CDS_0844']"
GCA_010815595.1_CDS_2155,"['GCA_001299335.1_CDS_4315', 'GCA_010815595.1_CDS_2155']"
JMCD_G1434_CDS_7203,"['AC5204_G1324_CDS_7386', 'JMCD_G1432_CDS_6348', 'JMCD_G1434_CDS_7203']"
GCA_023703405.1_CDS_1343,['GCA_023703405.1_CDS_1343']
GCA_033096405.1_CDS_5309,['GCA_033096405.1_CDS_5309']
GCA_001299195.1_CDS_3337,"['GCA_001298795.1_CDS_5437', 'GCA_001299195.1_CDS_3337']"
GCA_022488505.1_CDS_4587,"['GCA_022444285.1_CDS_1536', 'GCA_022488505.1_CDS_4587']"
GCA_022488545.1_CDS_1470,['GCA_022488545.1_CDS_1470']
GCA_003503255.1_CDS_4097,"['GCA_003503255.1_CDS_4097', 'GCA_014353695.1_CDS_1357', 'GCA_014490035.1_CDS_4954', 'GCA_014529725.1_CDS_4145', 'GCA_028745525.1_CDS_4481']"
GCA_023703405.1_CDS_2594,['GCA_023703405.1_CDS_2594']
DC32_G1318_CDS_5068,"['DC32_G1318_CDS_5068', 'HH1101_G1394_CDS_0859', 'NJ810_G1325_CDS_4893']"
JMCD_G1434_CDS_6838,['JMCD_G1434_CDS_6838']
GCA_001815885.1_CDS_0827,['GCA_001815885.1_CDS_0827']
G1413_CDS_1631,"['DC32_G1318_CDS_3021', 'G1413_CDS_1631', 'GCA_001298895.1_CDS_0642', 'GCA_029837755.1_CDS_5404', 'GCF_029837835.1_CDS_1381', 'HH1101_G1394_CDS_4354', 'NJ810_G1325_CDS_2981']"
G1412_CDS_5369,"['G1412_CDS_5369', 'GCA_001299235.1_CDS_0037']"
GCA_001299035.1_CDS_1769,['GCA_001299035.1_CDS_1769']
GCA_003293615.1_CDS_5721,"['GCA_000165835.1_CDS_6750', 'GCA_003293615.1_CDS_5721', 'GCF_009363015.1_CDS_5585']"
GCA_003503255.1_CDS_2531,"['GCA_003503255.1_CDS_2531', 'GCA_014353695.1_CDS_4370', 'GCA_014490035.1_CDS_0689', 'GCA_014529725.1_CDS_5393', 'GCF_002192695.1_CDS_1138', 'GCF_002192705.1_CDS_2039']"
EHA_G1407_CDS_2364,['EHA_G1407_CDS_2364']
GCA_001641525.1_CDS_3656,"['GCA_001566985.1_CDS_4582', 'GCA_001641525.1_CDS_3656', 'GCF_001641525.1_CDS_3746', 'GCF_009363015.1_CDS_3318']"
GCA_027922385.1_CDS_4803,"['GCA_027922385.1_CDS_4803', 'GCF_002192695.1_CDS_2806']"
GCA_027529805.1_CDS_3609,"['GCA_000165835.1_CDS_4695', 'GCA_000165835.1_CDS_4696', 'GCA_001813885.1_CDS_1298', 'GCA_027529805.1_CDS_3609']"
GCA_001299235.1_CDS_6106,['GCA_001299235.1_CDS_6106']
GCA_001299265.1_CDS_4617,"['GCA_001299035.1_CDS_4654', 'GCA_001299265.1_CDS_4617', 'JMCD_G1433_CDS_7307', 'JMCD_G1434_CDS_7528']"
GCA_001299215.1_CDS_1007,"['GCA_001299015.1_CDS_0634', 'GCA_001299215.1_CDS_1007']"
GCA_001299265.1_CDS_4627,"['GCA_001299175.1_CDS_1118', 'GCA_001299265.1_CDS_4627', 'GCA_023703405.1_CDS_5054']"
GCA_001299265.1_CDS_2008,"['GCA_001298895.1_CDS_0939', 'GCA_001299265.1_CDS_2008']"
GCF_029837835.1_CDS_2657,"['GCA_001298895.1_CDS_1614', 'GCF_029837835.1_CDS_2657']"
PCF1_G1423_CDS_5837,['PCF1_G1423_CDS_5837']
GCF_001707485.1_CDS_5407,"['G1412_CDS_5491', 'GCA_001051055.1_CDS_1996', 'GCF_001654705.1_CDS_3013', 'GCF_001707485.1_CDS_5407']"
GCA_034078005.1_CDS_4052,['GCA_034078005.1_CDS_4052']
GCA_013282235.1_CDS_1168,['GCA_013282235.1_CDS_1168']
EHD_G1410_CDS_4511,['EHD_G1410_CDS_4511']
GCF_001641525.1_CDS_2450,"['GCA_001566985.1_CDS_5014', 'GCF_001641525.1_CDS_2450', 'GCF_009363015.1_CDS_5015']"
GCA_027922385.1_CDS_3450,['GCA_027922385.1_CDS_3450']
GCA_034078005.1_CDS_1687,['GCA_034078005.1_CDS_1687']
GCA_016403305.1_CDS_0109,"['GCA_016403305.1_CDS_0109', 'GCA_016728825.1_CDS_3069', 'GCA_025426095.1_CDS_2103']"
GCA_016403305.1_CDS_0006,"['GCA_016403305.1_CDS_0006', 'GCA_016728825.1_CDS_2966', 'GCA_029837755.1_CDS_6498', 'GCF_029837835.1_CDS_0477']"
GCA_003503255.1_CDS_2230,"['GCA_000165835.1_CDS_4602', 'GCA_003503255.1_CDS_2230', 'GCA_014353695.1_CDS_6025', 'GCA_014490035.1_CDS_1869', 'GCA_014529725.1_CDS_0550']"
GCA_038024685.1_CDS_0761,['GCA_038024685.1_CDS_0761']
DC32_G1318_CDS_5066,"['DC32_G1318_CDS_5066', 'GCA_013282255.1_CDS_3138', 'GCA_017745625.1_CDS_2639', 'GCA_034078005.1_CDS_5235', 'GCA_900475575.1_CDS_1113', 'HH1101_G1394_CDS_0857', 'NJ810_G1325_CDS_4891']"
GCA_001298935.1_CDS_2517,['GCA_001298935.1_CDS_2517']
GCA_023703405.1_CDS_0153,['GCA_023703405.1_CDS_0153']
GCA_000165835.1_CDS_6701,"['GCA_000165835.1_CDS_6701', 'GCA_003293615.1_CDS_5671', 'GCF_009363015.1_CDS_5401']"
DC32_G1318_CDS_4269,"['DC32_G1318_CDS_4269', 'HH1101_G1394_CDS_3744', 'NJ810_G1325_CDS_4283']"
GCA_900009125.1_CDS_2139,['GCA_900009125.1_CDS_2139']
GCA_001299055.1_CDS_5940,['GCA_001299055.1_CDS_5940']
GCA_027922385.1_CDS_4750,['GCA_027922385.1_CDS_4750']
JMCD_G1433_CDS_7322,"['GCA_001299035.1_CDS_4665', 'GCA_001299265.1_CDS_4605', 'GCA_001558915.2_CDS_1806', 'GCA_017745625.1_CDS_3469', 'JMCD_G1432_CDS_6001', 'JMCD_G1432_CDS_6002', 'JMCD_G1433_CDS_7322', 'JMCD_G1434_CDS_7543']"
GCA_033096405.1_CDS_3463,"['GCA_027529565.1_CDS_0459', 'GCA_033096405.1_CDS_3463']"
GCF_009363015.1_CDS_5435,['GCF_009363015.1_CDS_5435']
GCA_000165835.1_CDS_6490,['GCA_000165835.1_CDS_6490']
GCA_001810925.1_CDS_0095,['GCA_001810925.1_CDS_0095']
GCA_000165835.1_CDS_3129,['GCA_000165835.1_CDS_3129']
PCF1_G1401_CDS_0858,['PCF1_G1401_CDS_0858']
GCA_013282235.1_CDS_1167,['GCA_013282235.1_CDS_1167']
NJ7201_G1323_CDS_1439,"['GCA_000186185.1_CDS_3901', 'GCA_025818255.1_CDS_3134', 'NJ7201_G1323_CDS_1439']"
GCA_033096405.1_CDS_3793,['GCA_033096405.1_CDS_3793']
GCA_022444285.1_CDS_3781,['GCA_022444285.1_CDS_3781']
GCA_001558915.2_CDS_3856,['GCA_001558915.2_CDS_3856']
GCA_038024685.1_CDS_2192,['GCA_038024685.1_CDS_2192']
GCA_001299095.1_CDS_4122,"['GCA_001299095.1_CDS_4122', 'GCA_016403305.1_CDS_5853', 'GCA_016728825.1_CDS_2515']"
GCF_009363015.1_CDS_3410,['GCF_009363015.1_CDS_3410']
GCF_001707485.1_CDS_0876,"['GCA_001707485.1_CDS_0856', 'GCF_001707485.1_CDS_0876']"
GCA_022444285.1_CDS_1554,"['AC5204_G1324_CDS_2922', 'AC5204_G1324_CDS_2923', 'AC5204_G1324_CDS_2924', 'AC5204_G1324_CDS_2925', 'AC5204_G1324_CDS_2926', 'AC5204_G1324_CDS_2927', 'GCA_022444285.1_CDS_1554', 'GCA_022488505.1_CDS_6089', 'GCA_036527295.1_CDS_5057', 'GCA_042235685.1_CDS_4170']"
GCF_002192705.1_CDS_2714,['GCF_002192705.1_CDS_2714']
JMCD_G1432_CDS_1391,"['G1413_CDS_1356', 'JMCD_G1432_CDS_1391']"
GCA_003177325.1_CDS_5265,['GCA_003177325.1_CDS_5265']
PCF1_G1423_CDS_0149,['PCF1_G1423_CDS_0149']
GCA_023703405.1_CDS_1192,"['GCA_001558755.2_CDS_0599', 'GCA_023703405.1_CDS_1192']"
GCA_023703405.1_CDS_1340,['GCA_023703405.1_CDS_1340']
GCA_001299175.1_CDS_4940,"['AC5204_G1324_CDS_3872', 'GCA_001299015.1_CDS_4099', 'GCA_001299175.1_CDS_4940', 'JMCD_G1433_CDS_2902']"
GCA_022488505.1_CDS_4653,['GCA_022488505.1_CDS_4653']
JMCD_G1434_CDS_1994,"['GCA_025818255.1_CDS_2502', 'JMCD_G1434_CDS_1994']"
GCA_027922385.1_CDS_3542,['GCA_027922385.1_CDS_3542']
GCA_900009115.1_CDS_1941,"['GCA_016599195.1_CDS_5737', 'GCA_027529585.1_CDS_1691', 'GCA_900009115.1_CDS_1941']"
GCA_900009115.1_CDS_4508,['GCA_900009115.1_CDS_4508']
GCA_001299095.1_CDS_4142,"['GCA_001299095.1_CDS_4142', 'GCA_016403305.1_CDS_5833', 'GCA_016728825.1_CDS_2495']"
GCA_001299055.1_CDS_4308,['GCA_001299055.1_CDS_4308']
GCA_001957065.1_CDS_3861,"['GCA_001957065.1_CDS_3861', 'GCA_017745625.1_CDS_5040', 'GCA_033096405.1_CDS_1649']"
GCA_001299235.1_CDS_0454,['GCA_001299235.1_CDS_0454']
PCF1_G1423_CDS_5965,['PCF1_G1423_CDS_5965']
GCA_001558915.2_CDS_0149,"['GCA_001558915.2_CDS_0149', 'GCA_013282255.1_CDS_2046', 'GCA_022488545.1_CDS_1421', 'GCA_034078005.1_CDS_1684', 'GCF_003031105.1_CDS_5108']"
PCF1_G1401_CDS_4844,"['GCA_000165835.1_CDS_6497', 'PCF1_G1401_CDS_4844', 'PCF1_G1423_CDS_3159']"
GCA_033096405.1_CDS_5358,"['GCA_032703345.1_CDS_3986', 'GCA_033096405.1_CDS_5358']"
GCF_001654705.1_CDS_4902,['GCF_001654705.1_CDS_4902']
GCF_002192705.1_CDS_1439,"['GCA_000165835.1_CDS_5432', 'GCF_002192695.1_CDS_0891', 'GCF_002192705.1_CDS_1439']"
GCA_001299055.1_CDS_5948,['GCA_001299055.1_CDS_5948']
GCA_022488545.1_CDS_1185,['GCA_022488545.1_CDS_1185']
GCF_003031105.1_CDS_5121,['GCF_003031105.1_CDS_5121']
JMCD_G1433_CDS_5469,['JMCD_G1433_CDS_5469']
GCF_002192695.1_CDS_1285,"['EHA_G1407_CDS_4484', 'EHB_G1408_CDS_3946', 'EHC_G1409_CDS_2327', 'EHD_G1410_CDS_1353', 'GCF_002192695.1_CDS_1285', 'GCF_002192705.1_CDS_1984']"
NJ7201_G1323_CDS_5681,['NJ7201_G1323_CDS_5681']
GCA_027529815.1_CDS_1379,"['GCA_001299055.1_CDS_6125', 'GCA_027529815.1_CDS_1379']"
GCA_001299295.1_CDS_3416,"['GCA_001299295.1_CDS_3416', 'GCA_001299335.1_CDS_4161', 'GCA_010815595.1_CDS_3826', 'GCA_022488515.1_CDS_5385', 'GCA_028745525.1_CDS_0777', 'GCA_039674625.1_CDS_5340']"
GCA_001957065.1_CDS_2829,"['GCA_001299175.1_CDS_0021', 'GCA_001957065.1_CDS_2829', 'GCA_013282255.1_CDS_5127', 'GCA_022488545.1_CDS_5907', 'GCA_033096405.1_CDS_1001']"
JMCD_G1432_CDS_5822,['JMCD_G1432_CDS_5822']
GCA_017745625.1_CDS_1613,['GCA_017745625.1_CDS_1613']
GCA_001299195.1_CDS_4013,"['GCA_001298795.1_CDS_2773', 'GCA_001299195.1_CDS_4013', 'JMCD_G1434_CDS_5529']"
GCA_016728825.1_CDS_2477,"['GCA_016403305.1_CDS_5815', 'GCA_016728825.1_CDS_2477']"
GCA_001558755.2_CDS_6128,['GCA_001558755.2_CDS_6128']
NJ7201_G1323_CDS_5241,['NJ7201_G1323_CDS_5241']
GCA_000967095.1_CDS_0033,"['GCA_000967095.1_CDS_0033', 'GCA_001299055.1_CDS_4493', 'GCA_001299155.1_CDS_5764', 'GCA_022488515.1_CDS_5994', 'GCA_032703345.1_CDS_2102']"
GCA_022488515.1_CDS_4028,['GCA_022488515.1_CDS_4028']
GCA_022488505.1_CDS_6398,"['GCA_022444285.1_CDS_3257', 'GCA_022488505.1_CDS_6398']"
GCA_001566985.1_CDS_1839,"['GCA_001566985.1_CDS_1839', 'GCA_001641525.1_CDS_1057', 'GCF_001641525.1_CDS_1086', 'GCF_009363015.1_CDS_0265']"
GCA_017745625.1_CDS_5332,['GCA_017745625.1_CDS_5332']
GCF_029837835.1_CDS_1543,"['GCA_029837755.1_CDS_1157', 'GCF_029837835.1_CDS_1543']"
GCA_017745625.1_CDS_5042,['GCA_017745625.1_CDS_5042']
NJ7201_G1323_CDS_0505,['NJ7201_G1323_CDS_0505']
JMCD_G1434_CDS_0752,"['AC5204_G1324_CDS_5993', 'GCA_022488505.1_CDS_3891', 'JMCD_G1434_CDS_0752']"
GCA_033096405.1_CDS_5302,['GCA_033096405.1_CDS_5302']
